Period,IDPROV,Province,Xcoord,Ycoord,IDDISTRICT,District,Event,Casualties,Injured,Missing,Affected,Displaced,House_HD,House_MD,House_SD,Flooded
December 2018,11,ACEH,96.91028,4.2251,1108,ACEH BESAR,Flood,,,,,,,,,50
December 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Landslide,,,,3,,,,,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7318,TANA TORAJA,Landslide,,,,19,,,,,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7309,PANGKAJENE KEPULAUAN,Whirlwind,,,,75,,,15,,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Landslide,,,,11,,1,,,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3271,KOTA BOGOR,Whirlwind,,,,11,,,3,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3507,MALANG,Flood,,,,99,,,,,22
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3320,JEPARA,Whirlwind,,,,,,1,,,
December 2018,11,ACEH,96.91028,4.2251,1117,BENER MERIAH,Flood,,,,10,,2,,,1
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3404,SLEMAN,Volcano Eruption,,,,,,,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3314,SRAGEN,Whirlwind,,,,,,1,,2,
December 2018,36,BANTEN,106.10883,-6.45625,3601,PANDEGLANG,Tsunami,296,7656,8,,28139,942,,70,
December 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Tsunami,21,2395,,,4820,41,,,
December 2018,18,LAMPUNG,105.02009,-4.91748,1803,LAMPUNG SELATAN,Tsunami,118,4007,8,,7942,543,70,947,
December 2018,18,LAMPUNG,105.02009,-4.91748,1802,TANGGAMUS,Tsunami,1,,,,,4,,,
December 2018,18,LAMPUNG,105.02009,-4.91748,1809,PESAWARAN,Tsunami,1,1,,,231,53,,82,
December 2018,51,BALI,115.13213,-8.36978,5101,JEMBRANA,Flood,,5,,225,12,,,,60
December 2018,17,BENGKULU,102.33675,-3.55258,1705,SELUMA,Landslide,,1,,,,,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3529,SUMENEP,Whirlwind,,,,,,,1,16,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Flood,,,,1460,,,,,579
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3508,LUMAJANG,Flood,,,,4715,,,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Landslide,,,,,,1,4,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3573,KOTA MALANG,Landslide,,,,,,,,1,
December 2018,18,LAMPUNG,105.02009,-4.91748,1803,LAMPUNG SELATAN,Volcano Eruption,,,,,,,,,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3208,KUNINGAN,Whirlwind,,,,,,,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3328,TEGAL,Whirlwind,,,,5,,1,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3523,TUBAN,Whirlwind,,,,,,2,,200,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3509,JEMBER,Flood,,,,,,,,,400
December 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6301,TANAH LAUT,Flood,,,,90,,,,,26
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3316,BLORA,Flood,,,,250,,,,,50
December 2018,71,SULAWESI UTARA,124.7604,1.17385,7101,BOLAANG MONGONDOW,Whirlwind,,,,5,,,,1,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3307,WONOSOBO,Flood,,,,250,,,,,
December 2018,36,BANTEN,106.10883,-6.45625,3602,LEBAK,Flood,,,,,,,,,131
December 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,,,,,,59
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Landslide,,,,,,3,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Flood,,,,60,,,,,12
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3524,LAMONGAN,Whirlwind,,,,,,,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Flood,,,,,,,,,1
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Landslide,,,,,,,1,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Landslide,,,,,3,,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3374,KOTA SEMARANG,Landslide,,,,,,1,,,
December 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,1658,160,,,,200
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Landslide,1,,,,,,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Flood,,,,,,,,,
December 2018,94,PAPUA,138.50228,-3.94094,9420,KEEROM,Flood,,,,,,,,,100
December 2018,64,KALIMANTAN TIMUR,116.4743,0.46538,6409,PENAJAM PASER UTARA,Whirlwind,,,,10,,,2,,
December 2018,11,ACEH,96.91028,4.2251,1104,ACEH TENGGARA,Flood,,,,,22,2,2,10,104
December 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Whirlwind,,,,,,,,,
December 2018,71,SULAWESI UTARA,124.7604,1.17385,7105,MINAHASA SELATAN,Whirlwind,,,,,,3,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3324,KENDAL,Whirlwind,,,,,,,1,51,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3201,BOGOR,Whirlwind,,,,40,9,,1,7,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7301,SELAYAR,Whirlwind,,,,,,,14,,
December 2018,91,PAPUA BARAT,133.11628,-1.64237,9105,MANOKWARI,Earthquake,,,,,,,,,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7310,BARRU,Flood,2,,,,,13,3,4,2000
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7308,MAROS,Whirlwind,,,,10,,,2,,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7314,SIDENRENG RAPPANG,Whirlwind,,,,,,,,7,
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7312,SOPPENG,Flood,,,,,,,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3522,BOJONEGORO,Flood,,,,250,,,,,50
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7315,PINRANG,Landslide,,,,20,,3,,1,
December 2018,11,ACEH,96.91028,4.2251,1104,ACEH TENGGARA,Flood,,,,4249,,26,5,1,11
December 2018,73,SULAWESI SELATAN,119.96738,-4.7654,7313,WAJO,Whirlwind,,,,,,,,,
December 2018,35,JAWA TIMUR,112.59767,-7.94595,3503,TRENGGALEK,Whirlwind,,,,,,,,1,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,,,,,,,,1,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3302,BANYUMAS,Landslide,,,,12,,,2,,
December 2018,61,KALIMANTAN BARAT,111.12557,-0.08443,6110,MELAWI,Whirlwind,,,,,,102,15,87,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3312,WONOGIRI,Landslide,,,,,,,1,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3308,MAGELANG,Whirlwind,1,2,,,,3,,,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3209,CIREBON,Whirlwind,1,28,,1198,216,6,4,237,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3301,CILACAP,Whirlwind,,,,,,,,3,
December 2018,32,JAWA BARAT,107.6028,-6.91998,3202,SUKABUMI,Landslide,18,3,15,101,,30,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3306,PURWOREJO,Whirlwind,,,,,,,,1,
December 2018,63,KALIMANTAN SELATAN,115.44063,-3.01217,6302,KOTABARU,Whirlwind,,,,5,,1,,,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3323,TEMANGGUNG,Whirlwind,,,,,,,,2,
December 2018,33,JAWA TENGAH,110.20062,-7.25939,3325,BATANG,Whirlwind,,,,,,,,9,
December 2018,36,BANTEN,106.10883,-6.45625,3604,SERANG,Flood,,,,223,,,,,68
December 2018,62,KALIMANTAN TENGAH,113.42482,-1.60397,6208,SERUYAN,Flood,,,,1435,80,,,,
